date,split,Appliances,lights,T1,T2,T_out,RH_1,RH_out,Windspeed,raw_score,severity_pct,anomaly_category,anomaly_flag
2016-01-18 21:00:00,train,600,0,20.5,19.463333333333296,-3.0,40.7,83.0,2.0,0.7031677584782645,99.73,high,1
2016-01-18 21:10:00,train,560,10,20.566666666666695,19.5,-3.16666666666667,40.6266666666667,83.5,2.0,0.4292945582836055,99.26,high,1
2016-01-18 21:20:00,train,440,20,20.6,19.566666666666695,-3.3333333333333295,40.4,84.0,2.0,0.35609741001856066,98.96,mid,1
2016-01-18 21:30:00,train,280,10,20.6666666666667,19.6,-3.5,40.2666666666667,84.5,2.0,-4.291629704300526e-05,95.16,mid,1
2016-01-18 21:40:00,train,110,20,20.73,19.6727272727273,-3.6666666666666705,39.6333333333333,85.0,2.0,0.49784374854700375,99.49,high,1
2016-01-18 21:50:00,train,80,10,20.79,19.7,-3.8333333333333295,39.36,85.5,2.0,0.4735330131062563,99.37,high,1
2016-01-18 22:00:00,train,70,20,20.76,19.7,-4.0,38.7966666666667,86.0,2.0,4.3612380138835505e-05,95.66,mid,1
2016-01-19 19:50:00,train,360,20,19.2,17.9633333333333,-2.95,41.0266666666667,88.8333333333333,0.1666666666666669,0.0001952726627907353,96.02,mid,1
2016-01-19 20:20:00,train,570,20,19.39,18.2,-3.5,41.1333333333333,90.6666666666667,0.6666666666666669,0.28624833592522236,98.56,mid,1
2016-01-19 20:50:00,train,450,10,19.5,18.5,-4.25,40.363333333333294,93.1666666666667,1.66666666666667,0.05118657457576781,96.93,mid,1
2016-01-19 21:00:00,train,380,20,19.566666666666695,18.65,-4.5,40.1566666666667,94.0,2.0,0.39767061265138937,99.1,high,1
2016-01-19 21:10:00,train,110,10,19.6333333333333,18.73,-4.35,40.0,93.5,1.8333333333333297,0.33682681550614846,98.83,mid,1
2016-01-20 18:50:00,train,830,10,17.6,16.96,-0.15,38.09,92.5,2.0,4.792020674249109e-05,95.68,mid,1
2016-01-20 19:00:00,train,540,30,17.7633333333333,17.2225,-0.2,41.16,93.0,2.0,2.2297381427893725e-05,95.58,mid,1
2016-01-20 19:10:00,train,340,30,17.9633333333333,17.4633333333333,-0.15,46.5666666666667,92.5,1.8333333333333297,0.901862459043399,99.93,high,1
2016-01-20 19:20:00,train,410,40,18.23,17.6633333333333,-0.1,44.2566666666667,92.0,1.66666666666667,6.07356550630378e-06,95.5,mid,1
2016-01-20 19:30:00,train,390,30,18.3566666666667,17.8566666666667,-0.05,43.2566666666667,91.5,1.5,0.8577222004220169,99.92,high,1
2016-01-20 19:40:00,train,360,40,18.533333333333296,18.033333333333296,0.0,43.36,91.0,1.33333333333333,-2.3051267843410272e-05,95.29,mid,1
2016-01-20 19:50:00,train,330,50,18.6,18.1666666666667,0.05,42.2333333333333,90.5,1.16666666666667,-4.867819910692184e-05,95.12,mid,1
2016-01-20 20:00:00,train,210,40,18.73,18.323333333333295,0.1,41.2666666666667,90.0,1.0,0.2352892792164526,98.26,mid,1
2016-01-20 20:10:00,train,100,40,18.8566666666667,18.463333333333296,0.133333333333333,41.0,90.0,1.16666666666667,-6.74369192055213e-05,95.03,mid,1
2016-01-20 20:20:00,train,160,30,19.0,18.6333333333333,0.166666666666667,40.863333333333294,90.0,1.33333333333333,0.1829971201827605,97.96,mid,1
2016-01-20 20:30:00,train,390,20,19.1,18.76,0.2,40.395,90.0,1.5,0.06329336980167,97.04,mid,1
2016-01-20 20:40:00,train,440,10,19.26,18.9266666666667,0.233333333333333,39.59666666666671,90.0,1.66666666666667,0.499512117082746,99.5,high,1
2016-01-20 21:00:00,train,420,10,19.5,19.1333333333333,0.3,39.03,90.0,2.0,0.0002462828753153623,96.14,mid,1
2016-01-20 21:10:00,train,390,10,19.6,19.2,0.3,38.863333333333294,89.8333333333333,2.0,0.2638593348685644,98.45,mid,1
2016-01-20 21:20:00,train,410,20,19.6666666666667,19.29,0.3,38.73,89.6666666666667,2.0,0.4003000254507345,99.12,high,1
2016-01-20 21:40:00,train,70,20,19.76,19.39,0.3,38.3266666666667,89.3333333333333,2.0,0.00028846057064457753,96.22,mid,1
2016-01-21 18:40:00,train,430,20,19.6,18.29,-0.43333333333333296,34.9233333333333,81.6666666666667,1.0,0.4660433099946475,99.34,high,1
2016-01-21 19:00:00,train,890,20,19.73,18.566666666666695,-0.8,37.863333333333294,84.0,1.0,-9.941517070677364e-06,95.37,mid,1
2016-01-21 19:10:00,train,590,30,19.8566666666667,18.7,-0.766666666666667,47.6633333333333,84.0,1.16666666666667,0.9156794331426299,99.93,high,1
2016-01-21 19:20:00,train,100,0,19.89,18.7,-0.733333333333333,49.4966666666667,84.0,1.33333333333333,0.9633069605474157,99.96,high,1
2016-01-21 19:30:00,train,100,10,19.963333333333296,18.823333333333295,-0.7,47.03,84.0,1.5,0.6752928913310964,99.71,high,1
2016-01-21 19:50:00,train,150,0,20.1,19.1333333333333,-0.633333333333333,42.16,84.0,1.8333333333333297,1.1991969870450703e-05,95.55,mid,1
2016-01-21 20:00:00,train,120,10,20.2,19.2,-0.6,40.55666666666671,84.0,2.0,0.00012651830201693137,95.89,mid,1
2016-01-21 20:10:00,train,120,20,20.2,19.29,-0.316666666666667,39.7566666666667,83.6666666666667,2.3333333333333295,0.0004052578863684708,96.35,mid,1
2016-01-21 20:20:00,train,160,20,20.2,19.29,-0.0333333333333333,38.9,83.3333333333333,2.66666666666667,0.18849495461002508,98.0,mid,1
2016-01-21 20:50:00,train,360,0,20.29,19.39,0.8166666666666669,37.9,82.3333333333333,3.6666666666666705,0.2023097958562996,98.13,mid,1
2016-01-21 21:10:00,train,310,0,20.3566666666667,19.566666666666695,0.9833333333333328,37.73,82.5,3.8333333333333295,0.10780945020548427,97.43,mid,1
2016-01-21 21:40:00,train,90,0,20.533333333333296,19.73,0.633333333333333,37.5266666666667,84.0,3.3333333333333295,0.07284536181082124,97.15,mid,1
2016-01-24 08:10:00,train,360,30,17.6,16.79,6.18333333333333,43.6266666666667,95.8333333333333,6.66666666666667,-3.797067547117727e-05,95.18,mid,1
2016-01-24 08:20:00,train,590,20,17.6,16.8566666666667,6.26666666666667,43.76,95.6666666666667,6.3333333333333295,0.5013300108286701,99.51,high,1
2016-01-24 08:30:00,train,850,20,17.6,16.9266666666667,6.35,44.16666666666671,95.5,6.0,0.7977947496480078,99.84,high,1
2016-01-24 08:40:00,train,690,10,17.6666666666667,17.0,6.43333333333333,44.69333333333329,95.3333333333333,5.66666666666667,0.00030402499705739494,96.24,mid,1
2016-01-24 08:50:00,train,800,10,17.79,17.1333333333333,6.51666666666667,45.49,95.1666666666667,5.3333333333333295,0.493479978245949,99.45,high,1
2016-01-24 09:00:00,train,710,20,17.8566666666667,17.2,6.6,46.6966666666667,95.0,5.0,0.5996561955462656,99.63,high,1
2016-01-24 09:10:00,train,680,20,18.033333333333296,17.3233333333333,6.5833333333333295,46.6633333333333,94.8333333333333,5.16666666666667,0.00022152530155450378,96.08,mid,1
2016-01-24 09:20:00,train,290,10,18.1,17.4633333333333,6.56666666666667,46.53,94.6666666666667,5.3333333333333295,0.6138193487352905,99.65,high,1
2016-01-24 09:30:00,train,190,20,18.2,17.5333333333333,6.55,46.09666666666671,94.5,5.5,0.4519486465689264,99.3,high,1
2016-01-24 09:40:00,train,120,10,18.26,17.6,6.53333333333333,46.29,94.3333333333333,5.66666666666667,0.34199013352707397,98.88,mid,1
2016-01-24 09:50:00,train,140,20,18.323333333333295,17.6333333333333,6.51666666666667,46.26,94.1666666666667,5.8333333333333295,0.13965196348205344,97.7,mid,1
2016-01-24 10:20:00,train,230,40,18.4725,17.79,6.5,45.745,95.3333333333333,5.66666666666667,0.1628804717656701,97.88,mid,1
2016-01-24 10:30:00,train,180,30,18.566666666666695,17.9266666666667,6.5,45.2666666666667,96.0,5.5,0.06395619896215432,97.05,mid,1
2016-01-24 10:40:00,train,320,40,18.6333333333333,18.0,6.5,45.0,96.6666666666667,5.3333333333333295,0.00016187128927436234,95.97,mid,1
2016-01-24 10:50:00,train,620,40,18.76,18.1,6.5,45.0,97.3333333333333,5.16666666666667,0.4849970660827122,99.41,high,1
2016-01-24 11:00:00,train,620,30,18.89,18.1975,6.5,44.83333333333329,98.0,5.0,0.26763415556739656,98.48,mid,1
2016-01-24 11:10:00,train,530,40,18.963333333333296,18.3566666666667,6.51666666666667,44.5666666666667,98.1666666666667,5.0,0.3707416158341733,99.02,high,1
2016-01-24 11:20:00,train,180,30,19.1,18.5,6.53333333333333,44.723333333333294,98.3333333333333,5.0,0.4790081267692867,99.39,high,1
2016-01-24 11:30:00,train,180,40,19.1666666666667,18.5,6.55,44.6633333333333,98.5,5.0,0.22108857860797448,98.2,mid,1
2016-01-24 12:50:00,train,520,30,19.8566666666667,19.26,6.93333333333333,44.26,99.0,4.16666666666667,0.17830170634899967,97.93,mid,1
2016-01-24 13:00:00,train,580,20,20.0,19.323333333333295,7.0,45.5666666666667,99.0,4.0,0.0991967473631733,97.33,mid,1
2016-01-24 13:10:00,train,520,20,20.066666666666695,19.463333333333296,7.06666666666667,48.9666666666667,99.0,4.0,0.3602581215514802,98.98,mid,1
2016-01-24 13:20:00,train,350,10,20.1333333333333,19.533333333333296,7.133333333333329,47.9933333333333,99.0,4.0,-1.9704162639744283e-05,95.32,mid,1
2016-01-24 13:30:00,train,340,10,20.26,19.6,7.2,47.4,99.0,4.0,0.20510857510423175,98.14,mid,1
2016-01-24 13:50:00,train,290,10,20.4266666666667,19.79,7.3333333333333295,45.93,99.0,4.0,0.15708336336453432,97.82,mid,1
2016-01-24 14:00:00,train,300,20,20.5,19.9266666666667,7.4,45.73,99.0,4.0,0.03266303959792771,96.76,mid,1
2016-01-24 14:10:00,train,280,30,20.6333333333333,20.1,7.483333333333332,45.433333333333294,98.6666666666667,4.0,-7.515936514934651e-06,95.4,mid,1
2016-01-24 14:20:00,train,220,40,20.76,20.3266666666667,7.56666666666667,45.433333333333294,98.3333333333333,4.0,0.4960679969950188,99.48,high,1
2016-01-24 14:50:00,train,100,20,21.2,20.7,7.81666666666667,45.1633333333333,97.3333333333333,4.0,0.36615513934952815,99.01,high,1
2016-01-24 19:50:00,train,80,30,21.963333333333296,21.1666666666667,7.983333333333332,42.5666666666667,95.1666666666667,3.0,0.1509660411254079,97.77,mid,1
2016-01-24 20:10:00,train,80,10,22.075,21.29,8.01666666666667,42.195,95.0,3.16666666666667,0.00023292686037712507,96.09,mid,1
2016-01-24 20:40:00,train,90,0,22.1,21.39,8.06666666666667,41.9,95.0,3.6666666666666705,0.17943183191013135,97.94,mid,1
2016-01-25 19:40:00,train,360,20,20.463333333333296,19.463333333333296,9.6,43.26,77.0,4.0,0.2250855276511775,98.22,mid,1
2016-01-25 20:20:00,train,320,0,20.4266666666667,19.4266666666667,9.6,43.363333333333294,78.3333333333333,4.3333333333333295,-1.1707486197387595e-05,95.37,mid,1
2016-01-25 20:30:00,train,80,10,20.5,19.566666666666695,9.65,43.29,78.5,4.5,0.32471231015800983,98.77,mid,1
2016-01-25 20:50:00,train,80,20,20.5,19.7,9.75,43.723333333333294,78.8333333333333,4.8333333333333295,0.24484903843673445,98.33,mid,1
2016-01-25 23:30:00,train,370,20,21.2,20.7,10.3,43.1633333333333,83.0,4.5,0.001829785644581916,96.45,mid,1
2016-01-25 23:40:00,train,370,30,21.26,20.76,10.3,43.1633333333333,83.3333333333333,4.3333333333333295,0.14766623778092725,97.76,mid,1
2016-01-25 23:50:00,train,160,30,21.29,20.79,10.3,43.09,83.6666666666667,4.16666666666667,0.1892802295549203,98.01,mid,1
2016-01-26 00:00:00,train,250,20,21.29,20.79,10.3,43.09,84.0,4.0,0.0699795793578839,97.12,mid,1
2016-01-26 00:10:00,train,380,30,21.29,20.7,10.1,43.09,85.0,4.0,0.5634433188498765,99.6,high,1
2016-01-26 00:20:00,train,380,20,21.29,20.7,9.9,43.09,86.0,4.0,0.22641912274977571,98.23,mid,1
2016-01-26 00:40:00,train,40,30,21.2,20.7,9.5,43.09,88.0,4.0,0.3242069931789402,98.75,mid,1
2016-01-26 01:10:00,train,30,0,21.2,20.566666666666695,9.21666666666667,43.4,89.6666666666667,3.8333333333333295,0.1415650502590735,97.72,mid,1
2016-01-26 01:40:00,train,50,10,21.1,20.4725,9.56666666666667,43.595,88.6666666666667,3.3333333333333295,0.0644228059469295,97.06,mid,1
2016-01-26 07:50:00,train,380,30,20.2,19.39,8.76666666666667,44.433333333333294,94.0,3.0,0.26328703279710486,98.44,mid,1
2016-01-26 20:40:00,train,540,10,19.6,18.79,9.4,45.0,83.3333333333333,8.33333333333333,0.23003576468377307,98.25,mid,1
2016-01-26 21:00:00,train,90,10,19.6666666666667,18.823333333333295,9.3,52.033333333333296,86.0,8.0,-4.3871160819719535e-06,95.43,mid,1
2016-01-26 21:10:00,train,50,10,19.84,18.963333333333296,9.33333333333333,57.395,86.0,8.16666666666667,0.5041786573813513,99.52,high,1
2016-01-26 21:20:00,train,60,10,20.0,19.2,9.36666666666667,54.8,86.0,8.33333333333333,0.3604399891495338,98.98,mid,1
2016-01-26 22:50:00,train,310,30,20.8566666666667,20.463333333333296,9.66666666666667,47.463333333333296,83.5,9.0,0.3243593385308954,98.76,mid,1
2016-01-26 23:10:00,train,380,50,21.066666666666695,20.6666666666667,9.733333333333329,46.73,82.5,9.16666666666667,1.1536033719172778e-05,95.54,mid,1
2016-01-26 23:20:00,train,370,30,21.1333333333333,20.73,9.76666666666667,46.33333333333329,82.0,9.33333333333333,0.7809629406249623,99.81,high,1
2016-01-26 23:30:00,train,370,40,21.2,20.79,9.8,46.0666666666667,81.5,9.5,0.7698459731048838,99.8,high,1
2016-01-26 23:40:00,train,90,20,21.2,20.79,9.83333333333333,45.7966666666667,81.0,9.66666666666667,0.7927092971790556,99.83,high,1
2016-01-26 23:50:00,train,60,30,21.26,20.79,9.86666666666667,45.59,80.5,9.83333333333333,0.13439064538195356,97.66,mid,1
2016-01-27 00:00:00,train,50,20,21.29,20.79,9.9,45.363333333333294,80.0,10.0,0.23664665518255945,98.27,mid,1
2016-01-27 00:10:00,train,50,20,21.29,20.76,9.883333333333328,45.23,80.1666666666667,10.0,-6.451632009385477e-05,95.05,mid,1
2016-01-27 00:30:00,train,40,0,21.2,20.7,9.85,44.863333333333294,80.5,10.0,0.12886165386079862,97.61,mid,1
2016-01-30 13:50:00,train,420,10,19.9266666666667,19.5,6.46666666666667,45.29,89.6666666666667,4.8333333333333295,3.665189838653049e-05,95.64,mid,1
2016-01-30 14:00:00,train,420,0,20.0,19.5,6.4,45.1566666666667,90.0,4.0,0.03934661711585419,96.82,mid,1
2016-01-30 14:10:00,train,140,10,20.0,19.566666666666695,6.41666666666667,45.0,90.8333333333333,4.16666666666667,0.00011447205505099589,95.84,mid,1
2016-01-30 17:00:00,train,670,20,21.0,20.6,6.0,43.1566666666667,80.0,6.0,0.6121871601745451,99.64,high,1
2016-01-30 17:10:00,train,660,20,21.0,20.6,5.9,42.9566666666667,80.0,5.8333333333333295,0.34030697753243466,98.87,mid,1
2016-01-30 17:20:00,train,630,30,21.0,20.6,5.8,43.2566666666667,80.0,5.66666666666667,0.8416445199119131,99.9,high,1
2016-01-30 17:30:00,train,610,20,21.0,20.6,5.7,43.6633333333333,80.0,5.5,-1.3511068644778135e-05,95.34,mid,1
2016-01-30 17:50:00,train,260,20,21.1,20.566666666666695,5.5,43.8266666666667,80.0,5.16666666666667,0.6305014197914647,99.67,high,1
2016-01-30 18:00:00,train,120,20,21.066666666666695,20.5,5.4,43.83333333333329,80.0,5.0,-3.82188077694412e-05,95.17,mid,1
2016-01-30 18:10:00,train,250,30,21.0,20.5,5.25,43.5666666666667,80.5,4.66666666666667,0.37493009109167685,99.03,high,1
2016-01-30 18:40:00,train,120,30,21.245,20.76,4.8,42.645,82.0,3.6666666666666705,0.49406493437794785,99.46,high,1
2016-01-30 18:50:00,train,190,0,21.323333333333295,20.823333333333295,4.65,42.433333333333294,82.5,3.3333333333333295,0.05325236531957456,96.96,mid,1
2016-01-30 19:10:00,train,780,0,21.533333333333296,21.0,4.2,45.86,84.1666666666667,3.0,0.0001971132751803495,96.03,mid,1
2016-01-30 19:20:00,train,620,0,21.6666666666667,21.066666666666695,3.9,56.393333333333295,85.3333333333333,3.0,0.9469196089133846,99.95,high,1
2016-01-30 19:30:00,train,210,10,21.79,21.23,3.6,63.36,86.5,3.0,0.9701614830050546,99.96,high,1
2016-01-30 19:40:00,train,110,0,21.79,21.29,3.3,59.6333333333333,87.6666666666667,3.0,0.9950914218322852,99.99,high,1
2016-01-30 19:50:00,train,100,10,21.89,21.29,3.0,55.2333333333333,88.8333333333333,3.0,-7.578400320840117e-06,95.39,mid,1
2016-01-30 20:00:00,train,90,10,21.89,21.29,2.7,53.1,90.0,3.0,3.5030101146915626e-05,95.63,mid,1
2016-01-30 20:10:00,train,90,10,21.89,21.29,2.7333333333333294,50.89,89.5,3.16666666666667,0.3376785967376694,98.84,mid,1
2016-01-30 20:20:00,train,100,10,21.89,21.29,2.7666666666666706,49.2966666666667,89.0,3.3333333333333295,0.47983549620438826,99.4,high,1
2016-01-30 20:30:00,train,100,0,22.033333333333296,21.39,2.8,47.6966666666667,88.5,3.5,0.6586207877771917,99.68,high,1
2016-01-30 20:40:00,train,110,0,22.1,21.4266666666667,2.8333333333333295,46.6966666666667,88.0,3.6666666666666705,0.42649387095179525,99.24,high,1
2016-01-30 20:50:00,train,100,0,22.1333333333333,21.5,2.86666666666667,45.7666666666667,87.5,3.8333333333333295,0.12704868332088315,97.58,mid,1
