date,split,Appliances,lights,T1,T2,T_out,RH_1,RH_out,Windspeed,svm_score,svm_severity,svm_category,svm_flag,if_category,if_flag,if_score,if_severity,concordance
2016-01-12 00:40:00,train,310,10,21.2,20.6,5.16666666666667,45.09,92.0,6.0,-0.11773174590271074,91.85,low,0,normal,0,0.4571535719704684,72.71,normal
2016-01-12 00:50:00,train,380,20,21.1666666666667,20.5,5.133333333333329,45.23,92.0,6.0,0.06832232701261487,97.1,mid,1,normal,0,0.4489350911011523,65.79,svm_only
2016-01-12 01:00:00,train,380,20,21.075,20.5,5.1,45.3725,92.0,6.0,0.417315132906834,99.21,high,1,normal,0,0.4605365516942502,75.24,svm_only
2016-01-12 01:10:00,train,370,20,21.0,20.39,5.11666666666667,45.4,92.0,5.8333333333333295,0.4943217912109862,99.46,high,1,normal,0,0.4710339573976315,81.83,svm_only
2016-01-12 01:20:00,train,120,10,21.0,20.39,5.133333333333329,45.59,92.0,5.66666666666667,-0.4341832524629956,77.98,normal,0,normal,0,0.4480495550070195,65.02,normal
2016-01-12 01:30:00,train,50,0,20.9266666666667,20.29,5.15,45.59,92.0,5.5,-0.16203198835070576,90.65,low,0,normal,0,0.4613140097097967,75.8,normal
2016-01-12 01:40:00,train,40,0,20.89,20.23,5.16666666666667,45.66666666666671,92.0,5.3333333333333295,-0.19562065156592223,89.69,normal,0,normal,0,0.4573883652290524,72.89,normal
2016-01-12 01:50:00,train,50,0,20.89,20.2,5.18333333333333,46.06,92.0,5.16666666666667,-0.3529992893304197,83.22,normal,0,normal,0,0.4470670664535629,64.24,normal
2016-01-12 02:00:00,train,40,0,20.79,20.2,5.2,46.2,92.0,5.0,-0.38663761476058145,81.16,normal,0,normal,0,0.441285644955771,58.8,normal
2016-01-12 02:10:00,train,50,0,20.79,20.1,5.133333333333329,46.2,92.0,4.8333333333333295,-0.36064611588065354,82.75,normal,0,normal,0,0.4282890186291185,45.03,normal
2016-01-12 02:20:00,train,50,0,20.7,20.1,5.06666666666667,46.26,92.0,4.66666666666667,-0.5426404548012025,69.95,normal,0,normal,0,0.4341850188106201,51.09,normal
2016-01-12 02:30:00,train,50,0,20.7,20.0,5.0,46.2,92.0,4.5,-0.3503539242783402,83.42,normal,0,normal,0,0.4215344856434734,37.67,normal
2016-01-12 02:40:00,train,40,0,20.6,20.0,4.93333333333333,46.2,92.0,4.3333333333333295,-0.455929897329145,76.48,normal,0,normal,0,0.4125366693747958,26.11,normal
2016-01-12 02:50:00,train,40,0,20.6,20.0,4.86666666666667,46.1266666666667,92.0,4.16666666666667,-0.44832562840333856,76.98,normal,0,normal,0,0.4084302910656329,20.54,normal
2016-01-12 03:00:00,train,30,0,20.566666666666695,19.89,4.8,46.0666666666667,92.0,4.0,-0.4673879972894541,75.63,normal,0,normal,0,0.413695091018379,27.82,normal
2016-01-12 03:10:00,train,20,0,20.5,19.823333333333295,4.81666666666667,46.2,92.1666666666667,4.3333333333333295,-0.24067213344668592,87.97,normal,0,normal,0,0.4089102125104504,21.09,normal
2016-01-12 03:20:00,train,20,0,20.5,19.79,4.8333333333333295,46.29,92.3333333333333,4.66666666666667,-0.4430167121247317,77.36,normal,0,normal,0,0.4058967137057295,17.23,normal
2016-01-12 03:30:00,train,40,0,20.4266666666667,19.79,4.85,46.23,92.5,5.0,-0.556035170787649,68.98,normal,0,normal,0,0.3971724693818872,7.06,normal
2016-01-12 03:40:00,train,50,0,20.39,19.76,4.86666666666667,46.29,92.6666666666667,5.3333333333333295,-0.6350169629940998,61.84,normal,0,normal,0,0.4040693257090745,14.97,normal
2016-01-12 03:50:00,train,50,0,20.39,19.7,4.883333333333329,46.363333333333294,92.8333333333333,5.66666666666667,-0.7111766434654725,51.33,normal,0,normal,0,0.3979460071388869,7.82,normal
2016-01-12 04:00:00,train,40,0,20.29,19.7,4.9,46.5,93.0,6.0,-0.5012186077563141,73.26,normal,0,normal,0,0.4026653488534907,13.39,normal
2016-01-12 04:10:00,train,50,0,20.29,19.6333333333333,4.91666666666667,46.545,92.6666666666667,5.8333333333333295,-0.6892432380232278,54.68,normal,0,normal,0,0.3978036258208953,7.69,normal
2016-01-12 04:20:00,train,40,0,20.23,19.6,4.93333333333333,46.5,92.3333333333333,5.66666666666667,-0.7228242462266754,49.27,normal,0,normal,0,0.3998281993295827,9.85,normal
2016-01-12 04:30:00,train,40,0,20.2,19.6,4.95,46.433333333333294,92.0,5.5,-0.7317741574451613,47.55,normal,0,normal,0,0.3944283797640192,4.46,normal
2016-01-12 04:40:00,train,40,0,20.2,19.566666666666695,4.96666666666667,46.56,91.6666666666667,5.3333333333333295,-0.6996587927470905,53.26,normal,0,normal,0,0.4014818008980781,11.83,normal
2016-01-12 04:50:00,train,60,0,20.1666666666667,19.5,4.98333333333333,46.363333333333294,91.3333333333333,5.16666666666667,-0.7316467120148278,47.56,normal,0,normal,0,0.3995509305986813,9.56,normal
2016-01-12 05:00:00,train,50,0,20.1,19.5,5.0,46.363333333333294,91.0,5.0,-0.7708781282169004,38.35,normal,0,normal,0,0.394697703435421,4.73,normal
2016-01-12 05:10:00,train,50,0,20.1,19.4266666666667,4.98333333333333,46.5,91.6666666666667,4.8333333333333295,-0.7503114568100331,43.53,normal,0,normal,0,0.3914835134476041,2.41,normal
2016-01-12 05:20:00,train,40,0,20.033333333333296,19.39,4.96666666666667,46.36,92.3333333333333,4.66666666666667,-0.7336047083380939,47.26,normal,0,normal,0,0.4007078790334474,10.88,normal
2016-01-12 05:30:00,train,40,0,20.0,19.39,4.95,46.29,93.0,4.5,-0.6184370021371568,63.57,normal,0,normal,0,0.3974645798740939,7.3,normal
2016-01-12 05:40:00,train,40,0,20.0,19.39,4.93333333333333,46.29,93.6666666666667,4.3333333333333295,-0.7662512379390365,39.5,normal,0,normal,0,0.3979440458178,7.81,normal
2016-01-12 05:50:00,train,40,0,20.0,19.39,4.91666666666667,46.23,94.3333333333333,4.16666666666667,-0.7746008249464131,37.24,normal,0,normal,0,0.396739636165372,6.59,normal
2016-01-12 06:00:00,train,50,0,19.9266666666667,19.29,4.9,46.23,95.0,4.0,-0.7037548423084776,52.57,normal,0,normal,0,0.4039700149833475,14.84,normal
2016-01-12 06:10:00,train,70,10,19.89,19.29,4.93333333333333,46.23,94.6666666666667,4.16666666666667,-0.5932898395317918,65.95,normal,0,normal,0,0.4278435801850261,44.51,normal
2016-01-12 06:20:00,train,40,0,19.89,19.29,4.96666666666667,46.43,94.3333333333333,4.3333333333333295,-0.746288685142763,44.5,normal,0,normal,0,0.3952110759044974,5.19,normal
2016-01-12 06:30:00,train,30,0,19.89,19.29,5.0,46.6266666666667,94.0,4.5,-0.7887189727569008,33.51,normal,0,normal,0,0.4057849470778082,17.11,normal
2016-01-12 06:40:00,train,20,10,19.89,19.218,5.03333333333333,46.7,93.6666666666667,4.66666666666667,-0.32765213004722726,84.69,normal,0,normal,0,0.4397362742491885,57.22,normal
2016-01-12 06:50:00,train,30,0,19.89,19.2,5.06666666666667,46.863333333333294,93.3333333333333,4.8333333333333295,-0.7262558244950839,48.54,normal,0,normal,0,0.4185446137959321,33.96,normal
2016-01-12 07:00:00,train,40,10,19.823333333333295,19.2,5.1,46.863333333333294,93.0,5.0,-0.5160977984294572,72.12,normal,0,normal,0,0.4328781684907588,49.77,normal
2016-01-12 07:10:00,train,50,10,19.8566666666667,19.2,5.1,46.93,92.6666666666667,5.0,-0.9891115771957437,0.85,normal,0,normal,0,0.426597972741603,43.3,normal
2016-01-12 07:20:00,train,60,20,19.79,19.2,5.1,46.79,92.3333333333333,5.0,-0.5392883754781337,70.25,normal,0,normal,0,0.4551171884825031,70.99,normal
2016-01-12 07:30:00,train,60,20,19.79,19.175,5.1,46.895,92.0,5.0,-0.5049280435568659,72.98,normal,0,normal,0,0.4502935522307401,66.92,normal
2016-01-12 07:40:00,train,70,20,19.79,19.1,5.1,47.4266666666667,91.6666666666667,5.0,-0.662895929151845,58.46,normal,0,normal,0,0.4615329726782298,76.01,normal
2016-01-12 07:50:00,train,60,30,19.79,19.1,5.1,48.3666666666667,91.3333333333333,5.0,-0.08545886832362526,92.66,low,0,normal,0,0.4797223721490466,86.58,normal
2016-01-12 08:00:00,train,140,20,19.79,19.1,5.1,48.66666666666671,91.0,5.0,-0.27803315561084463,86.62,normal,0,normal,0,0.4619844626056198,76.29,normal
2016-01-12 08:10:00,train,110,30,19.79,19.066666666666695,5.05,48.533333333333296,91.0,5.0,-0.5357578916721617,70.62,normal,0,normal,0,0.4536956679964292,69.76,normal
2016-01-12 08:20:00,train,90,10,19.89,19.0222222222222,5.0,50.0,91.0,5.0,-0.3565174387032688,82.98,normal,0,normal,0,0.4557740413254429,71.54,normal
2016-01-12 08:30:00,train,60,0,19.89,19.1,4.95,48.7333333333333,91.0,5.0,-0.5161941767045708,72.11,normal,0,normal,0,0.4474861394477626,64.58,normal
2016-01-12 08:40:00,train,60,0,19.89,19.033333333333296,4.9,48.0266666666667,91.0,5.0,-0.2917253664180619,86.16,normal,0,normal,0,0.4344624797701129,51.43,normal
2016-01-12 08:50:00,train,60,0,19.89,19.0,4.85,47.6333333333333,91.0,5.0,-0.37840862229720895,81.65,normal,0,normal,0,0.4326706447730973,49.57,normal
2016-01-12 09:00:00,train,50,0,19.8566666666667,19.0,4.8,47.0633333333333,91.0,5.0,-0.6070850497147784,64.55,normal,0,normal,0,0.4267139530198009,43.42,normal
2016-01-12 09:10:00,train,60,0,19.79,19.0,4.883333333333329,46.6566666666667,91.0,5.0,-0.2862479880158746,86.38,normal,0,normal,0,0.4198191047393367,35.7,normal
2016-01-12 09:20:00,train,50,0,19.79,19.0,4.96666666666667,46.33333333333329,91.0,5.0,-0.7580940427341185,41.62,normal,0,normal,0,0.423030392921166,39.25,normal
2016-01-12 09:30:00,train,30,0,19.79,19.0,5.05,46.0666666666667,91.0,5.0,-0.7367368830971874,46.61,normal,0,normal,0,0.4162845602579729,30.99,normal
2016-01-12 09:40:00,train,40,0,19.76,18.963333333333296,5.133333333333329,45.863333333333294,91.0,5.0,-0.7581780085719976,41.59,normal,0,normal,0,0.4212484751727431,37.36,normal
2016-01-12 09:50:00,train,30,0,19.7,18.963333333333296,5.21666666666667,45.79,91.0,5.0,-0.8350164498841608,19.7,normal,0,normal,0,0.4101825027758661,22.78,normal
2016-01-12 10:00:00,train,260,0,19.7,18.89,5.3,45.6633333333333,91.0,5.0,-0.7269838776990518,48.37,normal,0,normal,0,0.4273276335194015,43.99,normal
2016-01-12 10:10:00,train,500,0,19.7,18.89,5.48333333333333,45.59,90.1666666666667,5.0,-0.4310127481273265,78.28,normal,0,normal,0,0.4551777338875049,71.05,normal
2016-01-12 10:20:00,train,450,0,19.73,18.9266666666667,5.66666666666667,47.793333333333294,89.3333333333333,5.0,-0.30192173291150604,85.72,normal,0,normal,0,0.4640440198848964,77.56,normal
2016-01-12 10:30:00,train,50,10,19.79,19.0,5.85,48.793333333333294,88.5,5.0,0.07163313847902186,97.13,mid,1,normal,0,0.4751017220118937,84.08,svm_only
2016-01-12 10:40:00,train,60,0,19.89,19.033333333333296,6.03333333333333,47.94,87.6666666666667,5.0,-0.263192055391795,87.13,normal,0,normal,0,0.4478733477185216,64.92,normal
2016-01-12 10:50:00,train,60,0,19.89,19.033333333333296,6.21666666666667,47.16,86.8333333333333,5.0,-0.6121293870175739,64.21,normal,0,normal,0,0.4367962452684923,54.03,normal
2016-01-12 11:00:00,train,50,0,19.89,19.033333333333296,6.4,46.7666666666667,86.0,5.0,-0.6663856694219503,58.1,normal,0,normal,0,0.4254968303600994,41.99,normal
2016-01-12 11:10:00,train,50,0,20.0,19.1,6.5,46.2966666666667,85.1666666666667,5.3333333333333295,-0.7147796898538243,50.65,normal,0,normal,0,0.438764083866476,56.11,normal
2016-01-12 11:20:00,train,50,0,20.0,19.1,6.6,45.963333333333296,84.3333333333333,5.66666666666667,-0.6414647714481407,61.15,normal,0,normal,0,0.4354309766511097,52.5,normal
2016-01-12 11:30:00,train,60,0,20.0,19.1,6.7,46.223333333333294,83.5,6.0,-0.7869000131963368,34.16,normal,0,normal,0,0.4259295061926684,42.5,normal
2016-01-12 11:40:00,train,60,0,20.0,19.1,6.8,45.963333333333296,82.6666666666667,6.3333333333333295,-0.7971266538427817,31.09,normal,0,normal,0,0.4282041582146346,44.91,normal
2016-01-12 11:50:00,train,60,0,20.0,19.15,6.9,45.723333333333294,81.8333333333333,6.66666666666667,-0.8537598260606452,14.58,normal,0,normal,0,0.4322380314745823,49.06,normal
2016-01-12 12:00:00,train,60,0,20.0,19.2,7.0,45.6633333333333,81.0,7.0,-0.6231078185744854,63.05,normal,0,normal,0,0.4354376879616847,52.52,normal
2016-01-12 12:10:00,train,190,0,20.033333333333296,19.2,7.0833333333333295,45.5,80.6666666666667,7.0,-0.8222412892691773,23.56,normal,0,normal,0,0.4451956994141559,62.5,normal
2016-01-12 12:20:00,train,220,0,20.1,19.2,7.16666666666667,45.69333333333329,80.3333333333333,7.0,-0.8542215968371745,14.45,normal,0,normal,0,0.4438805126232714,61.26,normal
2016-01-12 12:30:00,train,170,0,20.1,19.2,7.25,45.4,80.0,7.0,-0.9446168498897141,2.25,normal,0,normal,0,0.4411727102834312,58.67,normal
2016-01-12 12:40:00,train,390,0,20.1,19.2,7.3333333333333295,45.3266666666667,79.6666666666667,7.0,-0.7608161800645301,40.89,normal,0,normal,0,0.4601960910691081,75.03,normal
2016-01-12 12:50:00,train,90,0,20.1,19.2,7.416666666666669,45.3266666666667,79.3333333333333,7.0,-0.3398082211550737,84.07,normal,0,normal,0,0.4348026810628657,51.83,normal
2016-01-12 13:00:00,train,60,0,20.1666666666667,19.2,7.5,46.9933333333333,79.0,7.0,-0.6651445315262243,58.19,normal,0,normal,0,0.440838123133374,58.32,normal
2016-01-12 13:10:00,train,290,0,20.1,19.1,7.416666666666669,46.43,79.3333333333333,7.16666666666667,-0.638234208884191,61.48,normal,0,normal,0,0.4453177111078179,62.68,normal
2016-01-12 13:20:00,train,130,0,20.1,19.1,7.3333333333333295,46.03,79.6666666666667,7.3333333333333295,-0.9347575171644913,2.75,normal,0,normal,0,0.4163348048566247,31.06,normal
2016-01-12 13:30:00,train,140,0,20.066666666666695,19.1,7.25,45.363333333333294,80.0,7.5,-0.9187911608703612,3.68,normal,0,normal,0,0.4211582881405992,37.29,normal
2016-01-12 13:40:00,train,240,0,20.0,19.1,7.16666666666667,44.963333333333296,80.3333333333333,7.666666666666669,-0.8221118196367465,23.61,normal,0,normal,0,0.4253755692451789,41.84,normal
2016-01-12 13:50:00,train,50,0,20.0,19.1,7.0833333333333295,44.76,80.6666666666667,7.8333333333333295,-0.7248472911231447,48.91,normal,0,normal,0,0.4194601501289074,35.23,normal
2016-01-12 14:00:00,train,60,0,20.0,19.1,7.0,44.595,81.0,8.0,-0.8677943890266937,11.17,normal,0,normal,0,0.4209254746858797,37.03,normal
2016-01-12 14:10:00,train,60,0,20.0,19.1,6.98333333333333,44.433333333333294,80.1666666666667,7.5,-0.8147014638169068,25.74,normal,0,normal,0,0.4260933051421096,42.68,normal
2016-01-12 14:20:00,train,60,0,20.0,19.1,6.96666666666667,44.26,79.3333333333333,7.0,-0.9137378275864438,4.11,normal,0,normal,0,0.4191054456382125,34.69,normal
2016-01-12 14:30:00,train,370,0,20.0,19.1,6.95,44.2,78.5,6.5,-0.5927656341769358,66.03,normal,0,normal,0,0.4404851769840199,57.85,normal
2016-01-12 14:40:00,train,200,0,20.0,19.033333333333296,6.93333333333333,44.06,77.6666666666667,6.0,-0.7487316841562592,43.96,normal,0,normal,0,0.4219433112865614,38.12,normal
2016-01-12 14:50:00,train,70,0,20.0,19.0,6.91666666666667,44.06,76.8333333333333,5.5,-0.7680470572590028,39.02,normal,0,normal,0,0.4190538566155701,34.63,normal
2016-01-12 15:00:00,train,50,0,20.0,19.0,6.9,44.09,76.0,5.0,-0.6584457509858357,59.02,normal,0,normal,0,0.4184215295394691,33.82,normal
2016-01-12 15:10:00,train,40,0,20.0,19.0,6.8,44.03,77.0,4.8333333333333295,-0.8156297385080957,25.45,normal,0,normal,0,0.4097442540826432,22.17,normal
2016-01-12 15:20:00,train,40,0,19.963333333333296,18.9266666666667,6.7,43.9,78.0,4.66666666666667,-0.786946052299802,34.16,normal,0,normal,0,0.4200278866542822,35.94,normal
2016-01-12 15:30:00,train,30,0,19.963333333333296,19.033333333333296,6.6,43.9,79.0,4.5,-0.7501216877560584,43.58,normal,0,normal,0,0.4219013486770513,38.06,normal
2016-01-12 15:40:00,train,30,0,20.0,19.1,6.5,43.863333333333294,80.0,4.3333333333333295,-0.8098198688665643,27.22,normal,0,normal,0,0.4446340168215446,61.94,normal
2016-01-12 15:50:00,train,30,0,20.066666666666695,19.1333333333333,6.4,43.863333333333294,81.0,4.16666666666667,-0.8560242359213863,14.03,normal,0,normal,0,0.434857134102344,51.88,normal
2016-01-12 16:00:00,train,30,0,20.1,19.2,6.3,43.79,82.0,4.0,-0.852122027188396,15.04,normal,0,normal,0,0.4394081289122242,56.85,normal
2016-01-12 16:10:00,train,40,0,20.1,19.1363636363636,6.3333333333333295,43.73,80.8333333333333,4.5,-0.8181764104850286,24.77,normal,0,normal,0,0.4246629849076113,40.96,normal
2016-01-12 16:20:00,train,50,0,20.1,19.13,6.36666666666667,43.56,79.6666666666667,5.0,-0.7416017389102152,45.53,normal,0,normal,0,0.4132872453255733,27.24,normal
2016-01-12 16:30:00,train,40,0,20.1,19.1,6.4,43.433333333333294,78.5,5.5,-0.7908819434853802,32.89,normal,0,normal,0,0.4140748691276222,28.4,normal
2016-01-12 16:40:00,train,40,0,20.1,19.0375,6.43333333333333,43.1633333333333,77.3333333333333,6.0,-0.667831946208618,57.9,normal,0,normal,0,0.4254181654457587,41.91,normal
2016-01-12 16:50:00,train,40,0,20.1,19.007692307692295,6.46666666666667,43.03,76.1666666666667,6.5,-0.7876868895067508,33.92,normal,0,normal,0,0.4174635481468314,32.61,normal
2016-01-12 17:00:00,train,60,0,20.066666666666695,19.0,6.5,42.83333333333329,75.0,7.0,-0.7686386583639286,38.89,normal,0,normal,0,0.4213308731347005,37.42,normal
2016-01-12 17:10:00,train,60,10,20.0,19.0,6.31666666666667,42.6725,76.6666666666667,7.0,-0.4295738384885681,78.39,normal,0,normal,0,0.4378966303823214,55.14,normal
2016-01-12 17:20:00,train,210,20,20.0,18.99,6.133333333333329,42.53,78.3333333333333,7.0,-0.5417279670898578,70.07,normal,0,normal,0,0.4655702552413491,78.59,normal
2016-01-12 17:30:00,train,380,20,20.033333333333296,18.9022222222222,5.95,43.4966666666667,80.0,7.0,-0.28969675616770174,86.25,normal,0,normal,0,0.4706944085682778,81.7,normal
2016-01-12 17:40:00,train,370,40,20.033333333333296,18.89,5.76666666666667,42.963333333333296,81.6666666666667,7.0,0.1447654777083257,97.74,mid,1,mid,1,0.5083447393315265,95.55,both
2016-01-12 17:50:00,train,230,30,20.0,18.89,5.5833333333333295,43.16,83.3333333333333,7.0,0.01727048816653698,96.59,mid,1,low,1,0.4961484009872434,92.68,both
2016-01-12 18:00:00,train,80,40,20.0,18.8566666666667,5.4,43.9,85.0,7.0,0.4185007515809901,99.22,high,1,mid,1,0.5211586598762883,97.62,both
2016-01-12 18:10:00,train,90,30,20.0,18.8566666666667,5.3,43.7,86.0,6.8333333333333295,-0.0714857298146856,92.95,low,0,normal,0,0.4699897894839601,81.26,normal
2016-01-12 18:20:00,train,70,20,20.0,18.9266666666667,5.2,43.76,87.0,6.66666666666667,-0.7962768970002645,31.38,normal,0,normal,0,0.4548881334997193,70.86,normal
2016-01-12 18:30:00,train,40,10,20.033333333333296,19.0,5.1,44.0,88.0,6.5,-0.22939319495319865,88.35,normal,0,normal,0,0.4558401545043606,71.6,normal
2016-01-12 18:40:00,train,40,0,20.1,19.2,5.0,44.26,89.0,6.3333333333333295,0.4278599002107625,99.25,high,1,normal,0,0.4648974639799473,78.15,svm_only
2016-01-12 18:50:00,train,30,0,20.1,19.245,4.9,44.2,90.0,6.16666666666667,-0.04266058814050644,93.55,low,0,normal,0,0.4578576159239892,73.26,normal
2016-01-12 19:00:00,train,50,0,20.1,19.29,4.8,44.1266666666667,91.0,6.0,0.2013343069271658,98.12,mid,1,normal,0,0.4537900202519254,69.84,svm_only
2016-01-12 19:10:00,train,50,0,20.1,19.37,4.75,44.06,91.3333333333333,6.16666666666667,-0.06407184015814482,93.15,low,0,normal,0,0.4374590711196613,54.66,normal
2016-01-12 19:20:00,train,60,0,20.1,19.39,4.7,44.0,91.6666666666667,6.3333333333333295,-0.3045135995951116,85.64,normal,0,normal,0,0.426897468019365,43.6,normal
2016-01-12 19:30:00,train,50,0,20.1,19.39,4.65,43.9,92.0,6.5,-0.44113576430033796,77.54,normal,0,normal,0,0.4173421497541892,32.41,normal
2016-01-12 19:40:00,train,60,0,20.1,19.39,4.6,43.8266666666667,92.3333333333333,6.66666666666667,-0.41390312502121684,79.38,normal,0,normal,0,0.4070257153409177,18.67,normal
2016-01-12 19:50:00,train,60,0,20.033333333333296,19.39,4.55,43.73,92.6666666666667,6.8333333333333295,-0.39537187582825517,80.67,normal,0,normal,0,0.4167026105535699,31.61,normal
2016-01-12 20:00:00,train,60,0,20.1,19.39,4.5,43.73,93.0,7.0,-0.3925903216322033,80.81,normal,0,normal,0,0.4064552863045333,18.04,normal
2016-01-12 20:10:00,train,50,0,20.066666666666695,19.3566666666667,4.53333333333333,43.49,92.6666666666667,6.8333333333333295,-0.41135685601803096,79.58,normal,0,normal,0,0.409067919236723,21.27,normal
2016-01-12 20:20:00,train,50,0,20.0,19.29,4.56666666666667,43.29,92.3333333333333,6.66666666666667,-0.36369304219220333,82.55,normal,0,normal,0,0.4056945681654884,16.98,normal
2016-01-12 20:30:00,train,50,0,20.0,19.29,4.6,43.145,92.0,6.5,-0.4215742459975058,78.92,normal,0,normal,0,0.3976586578016604,7.5,normal
2016-01-12 20:40:00,train,50,0,20.0,19.26,4.633333333333329,43.06,91.6666666666667,6.3333333333333295,-0.4333570499698596,78.06,normal,0,normal,0,0.395928770092478,5.84,normal
2016-01-12 20:50:00,train,50,0,19.9266666666667,19.2,4.66666666666667,43.0,91.3333333333333,6.16666666666667,-0.3509213266226574,83.36,normal,0,normal,0,0.4114862195316927,24.68,normal
2016-01-12 21:00:00,train,60,0,19.89,19.2,4.7,42.863333333333294,91.0,6.0,-0.7460172662360955,44.55,normal,0,normal,0,0.4176026584321056,32.79,normal
2016-01-12 21:10:00,train,60,0,19.89,19.2,4.8,42.79,90.5,6.16666666666667,-0.7962116723655135,31.39,normal,0,normal,0,0.4114823661615253,24.68,normal
2016-01-12 21:20:00,train,40,0,19.89,19.1,4.9,42.7,90.0,6.3333333333333295,-0.702917974229023,52.67,normal,0,normal,0,0.4219250795442296,38.1,normal
2016-01-12 21:30:00,train,30,0,19.823333333333295,19.1,5.0,42.6266666666667,89.5,6.5,-0.7378226744100407,46.4,normal,0,normal,0,0.4234556658378129,39.64,normal
2016-01-12 21:40:00,train,30,20,19.79,19.0444444444444,5.1,42.59,89.0,6.66666666666667,-0.02657769989744918,93.9,low,0,normal,0,0.4763725137894737,84.81,normal
2016-01-12 21:50:00,train,30,10,19.79,19.0,5.2,42.723333333333294,88.5,6.8333333333333295,-0.49299879487763776,73.81,normal,0,normal,0,0.4540209108162494,70.03,normal
2016-01-12 22:00:00,train,40,0,19.76,19.0,5.3,42.76,88.0,7.0,-0.8035049634547953,29.09,normal,0,normal,0,0.4322395701356605,49.07,normal
2016-01-12 22:10:00,train,50,10,19.7,19.0,5.3333333333333295,42.7,87.3333333333333,6.8333333333333295,-0.31737896950855604,85.1,normal,0,normal,0,0.4417720505039275,59.21,normal
2016-01-12 22:20:00,train,50,0,19.7,19.0,5.36666666666667,42.7,86.6666666666667,6.66666666666667,-0.7878826677953608,33.87,normal,0,normal,0,0.4235377858309708,39.78,normal
2016-01-12 22:30:00,train,50,0,19.6333333333333,18.910625,5.4,42.6266666666667,86.0,6.5,-0.7091559899463531,51.65,normal,0,normal,0,0.4191112820863626,34.71,normal
2016-01-12 22:40:00,train,40,0,19.6666666666667,18.89,5.43333333333333,43.0,85.3333333333333,6.3333333333333295,-0.5866471969382845,66.47,normal,0,normal,0,0.424792438775735,41.07,normal
2016-01-12 22:50:00,train,50,0,19.6,18.89,5.46666666666667,43.0,84.6666666666667,6.16666666666667,-0.8165182413373304,25.2,normal,0,normal,0,0.4306271218965262,47.37,normal
2016-01-12 23:00:00,train,40,0,19.6,18.89,5.5,43.0,84.0,6.0,-0.7826477970262293,35.23,normal,0,normal,0,0.4286809888116257,45.47,normal
2016-01-12 23:10:00,train,40,0,19.533333333333296,18.8081818181818,5.5833333333333295,43.0,83.3333333333333,6.3333333333333295,-0.7683066203697577,38.95,normal,0,normal,0,0.4279540994507766,44.63,normal
2016-01-12 23:20:00,train,40,0,19.5,18.79,5.66666666666667,43.09,82.6666666666667,6.66666666666667,-0.7905539881401771,33.02,normal,0,normal,0,0.4246269090854659,40.92,normal
2016-01-12 23:30:00,train,40,0,19.5,18.79,5.75,43.09,82.0,7.0,-0.823987811024796,23.13,normal,0,normal,0,0.4249856646559682,41.33,normal
2016-01-12 23:40:00,train,50,0,19.5,18.79,5.8333333333333295,43.145,81.3333333333333,7.3333333333333295,-0.8322798195554888,20.45,normal,0,normal,0,0.423036729184605,39.26,normal
2016-01-12 23:50:00,train,50,0,19.5,18.775,5.91666666666667,43.2,80.6666666666667,7.666666666666669,-0.5785640554577798,67.24,normal,0,normal,0,0.4325175782199112,49.36,normal
