date,anomaly_category,severity_pct,heure,creneau,jour,saison,is_weekend,Appliances_Wh,lights_Wh,T1_cuisine_C,T2_salon_C,T3_buanderie_C,T5_sdb_C,T_out_C,RH_3_buanderie_pct,RH_5_sdb_pct,RH_out_pct,Windspeed_ms,q_Appliances,pct_Appliances,q_lights,q_T2_salon,q_T_out,q_RH_5_sdb,nb_regles_activees,severite_max,codes_regles,titres_regles,diagnostic_principal_code,diagnostic_principal_titre,diagnostic_principal_detail,diagnostic_complet
2016-01-14 11:10:00,mid,98.19,11,matinee (9h-12h),Thursday,hiver,0,260.0,20.0,19.0,18.82,20.99,17.2,2.4,47.8,52.9,92.8,4.17,TRES_HAUT,91.5,TRES_HAUT,BAS,TRES_BAS,NORMAL,2,elevee,THERM_COLD_INDOOR | COMBINED_OVERCONSUMPTION_COLD,Sous-temperature interieure par temps froid | Surconsommation par grand froid — effort de chauffage important,THERM_COLD_INDOOR,Sous-temperature interieure par temps froid,Temperature interieure minimale a 17.4C (seuil confort=18C) avec T_out=2.4C. Systeme de chauffage insuffisant ou defaillant.,"[THERM_COLD_INDOOR / ELEVEE] Temperature interieure minimale a 17.4C (seuil confort=18C) avec T_out=2.4C. Systeme de chauffage insuffisant ou defaillant.
---
[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 260 Wh (tres eleve (top 10%) pour 11h) avec T_out=2.4C. Effort de chauffage intense pour maintenir l'interieur a 19.0C."
2016-01-14 11:20:00,mid,96.32,11,matinee (9h-12h),Thursday,hiver,0,240.0,10.0,19.1,18.89,21.33,17.2,2.5,48.0,53.0,92.7,4.33,TRES_HAUT,90.2,TRES_HAUT,BAS,TRES_BAS,HAUT,2,elevee,THERM_COLD_INDOOR | COMBINED_OVERCONSUMPTION_COLD,Sous-temperature interieure par temps froid | Surconsommation par grand froid — effort de chauffage important,THERM_COLD_INDOOR,Sous-temperature interieure par temps froid,Temperature interieure minimale a 17.4C (seuil confort=18C) avec T_out=2.5C. Systeme de chauffage insuffisant ou defaillant.,"[THERM_COLD_INDOOR / ELEVEE] Temperature interieure minimale a 17.4C (seuil confort=18C) avec T_out=2.5C. Systeme de chauffage insuffisant ou defaillant.
---
[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 240 Wh (tres eleve (top 10%) pour 11h) avec T_out=2.5C. Effort de chauffage intense pour maintenir l'interieur a 19.1C."
2016-01-14 11:30:00,mid,96.73,11,matinee (9h-12h),Thursday,hiver,0,220.0,10.0,19.17,19.03,21.63,17.2,2.6,47.6,53.1,92.5,4.5,HAUT,89.6,TRES_HAUT,NORMAL,TRES_BAS,HAUT,1,moderee,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,Consommation de 220 Wh (au-dessus de la normale (top 25%) pour 11h) avec T_out=2.6C. Effort de chauffage intense pour maintenir l'interieur a 19.2C.,[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 220 Wh (au-dessus de la normale (top 25%) pour 11h) avec T_out=2.6C. Effort de chauffage intense pour maintenir l'interieur a 19.2C.
2016-01-14 11:40:00,mid,98.06,11,matinee (9h-12h),Thursday,hiver,0,130.0,10.0,19.36,19.17,21.76,17.2,2.7,46.6,53.2,92.3,4.67,HAUT,85.5,TRES_HAUT,NORMAL,TRES_BAS,HAUT,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 98.1%ile) le 14/01/2016 a 11h40. Appareils=130 Wh (au-dessus de la normale (top 25%) pour 11h), Eclairage=10 Wh, T_out=2.7C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 98.1%ile) le 14/01/2016 a 11h40. Appareils=130 Wh (au-dessus de la normale (top 25%) pour 11h), Eclairage=10 Wh, T_out=2.7C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-01-14 11:50:00,mid,97.86,11,matinee (9h-12h),Thursday,hiver,0,90.0,10.0,19.57,19.32,21.79,17.1,2.8,45.4,53.2,92.2,4.83,NORMAL,71.5,TRES_HAUT,NORMAL,TRES_BAS,HAUT,1,moderee,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,MULTI_FACTOR_COMBINED,Anomalie multi-facteurs sans pattern dominant,"Anomalie MID (severite 97.9%ile) le 14/01/2016 a 11h50. Appareils=90 Wh (dans la plage normale pour 11h), Eclairage=10 Wh, T_out=2.8C. Plusieurs signaux atypiques combines — investigation manuelle recommandee.","[MULTI_FACTOR_COMBINED / MODEREE] Anomalie MID (severite 97.9%ile) le 14/01/2016 a 11h50. Appareils=90 Wh (dans la plage normale pour 11h), Eclairage=10 Wh, T_out=2.8C. Plusieurs signaux atypiques combines — investigation manuelle recommandee."
2016-01-14 12:00:00,mid,96.61,12,midi (12h-14h),Thursday,hiver,0,290.0,10.0,19.73,19.46,21.73,17.1,2.9,44.7,53.2,92.0,5.0,TRES_HAUT,95.3,TRES_HAUT,NORMAL,TRES_BAS,HAUT,1,moderee,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,COMBINED_OVERCONSUMPTION_COLD,Surconsommation par grand froid — effort de chauffage important,Consommation de 290 Wh (extremement eleve (top 5%) pour 12h) avec T_out=2.9C. Effort de chauffage intense pour maintenir l'interieur a 19.7C.,[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 290 Wh (extremement eleve (top 5%) pour 12h) avec T_out=2.9C. Effort de chauffage intense pour maintenir l'interieur a 19.7C.
2016-01-14 12:10:00,mid,97.92,12,midi (12h-14h),Thursday,hiver,0,410.0,0.0,20.0,19.63,21.57,17.1,3.12,44.5,53.2,91.3,5.17,TRES_HAUT,99.1,HAUT,NORMAL,TRES_BAS,HAUT,2,elevee,ENERGY_PEAK_NO_LIGHT | COMBINED_OVERCONSUMPTION_COLD,Surconsommation d'appareils sans eclairage | Surconsommation par grand froid — effort de chauffage important,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 410 Wh (extremement eleve (top 5%) pour 12h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / ELEVEE] Les appareils consomment 410 Wh (extremement eleve (top 5%) pour 12h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.
---
[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 410 Wh (extremement eleve (top 5%) pour 12h) avec T_out=3.1C. Effort de chauffage intense pour maintenir l'interieur a 20.0C."
2016-01-14 16:50:00,mid,98.18,16,apres-midi (14h-18h),Thursday,hiver,0,740.0,0.0,21.39,20.79,21.42,17.1,4.73,43.4,53.0,76.5,6.83,TRES_HAUT,100.0,HAUT,NORMAL,BAS,HAUT,3,elevee,ENERGY_PEAK_NO_LIGHT | METEO_WIND_COLD | COMBINED_OVERCONSUMPTION_COLD,Surconsommation d'appareils sans eclairage | Vent fort par temperatures basses | Surconsommation par grand froid — effort de chauffage important,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 740 Wh (extremement eleve (top 5%) pour 16h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / ELEVEE] Les appareils consomment 740 Wh (extremement eleve (top 5%) pour 16h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.
---
[METEO_WIND_COLD / MODEREE] Vent de 6.8 m/s (au-dessus de la normale (top 25%)) avec T_out=4.7C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.
---
[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 740 Wh (extremement eleve (top 5%) pour 16h) avec T_out=4.7C. Effort de chauffage intense pour maintenir l'interieur a 21.4C."
2016-01-14 17:00:00,mid,98.42,17,apres-midi (14h-18h),Thursday,hiver,0,910.0,0.0,21.46,20.86,21.67,17.1,4.6,43.9,53.0,76.0,7.0,TRES_HAUT,100.0,HAUT,NORMAL,BAS,HAUT,3,elevee,ENERGY_PEAK_NO_LIGHT | METEO_WIND_COLD | COMBINED_OVERCONSUMPTION_COLD,Surconsommation d'appareils sans eclairage | Vent fort par temperatures basses | Surconsommation par grand froid — effort de chauffage important,ENERGY_PEAK_NO_LIGHT,Surconsommation d'appareils sans eclairage,"Les appareils consomment 910 Wh (extremement eleve (top 5%) pour 17h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.","[ENERGY_PEAK_NO_LIGHT / ELEVEE] Les appareils consomment 910 Wh (extremement eleve (top 5%) pour 17h), alors que l'eclairage est quasi nul (0 Wh). Probable usage intensif d'appareils electromenagers (cuisine, buanderie) sans presence dans les pieces de vie.
---
[METEO_WIND_COLD / MODEREE] Vent de 7.0 m/s (au-dessus de la normale (top 25%)) avec T_out=4.6C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.
---
[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 910 Wh (extremement eleve (top 5%) pour 17h) avec T_out=4.6C. Effort de chauffage intense pour maintenir l'interieur a 21.5C."
2016-01-14 17:10:00,high,99.43,17,apres-midi (14h-18h),Thursday,hiver,0,610.0,10.0,21.63,20.93,21.96,17.1,4.58,44.6,53.0,76.0,6.83,TRES_HAUT,99.6,TRES_HAUT,NORMAL,BAS,HAUT,2,moderee,METEO_WIND_COLD | COMBINED_OVERCONSUMPTION_COLD,Vent fort par temperatures basses | Surconsommation par grand froid — effort de chauffage important,METEO_WIND_COLD,Vent fort par temperatures basses,"Vent de 6.8 m/s (au-dessus de la normale (top 25%)) avec T_out=4.6C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.","[METEO_WIND_COLD / MODEREE] Vent de 6.8 m/s (au-dessus de la normale (top 25%)) avec T_out=4.6C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.
---
[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 610 Wh (extremement eleve (top 5%) pour 17h) avec T_out=4.6C. Effort de chauffage intense pour maintenir l'interieur a 21.6C."
2016-01-14 17:20:00,high,99.36,17,apres-midi (14h-18h),Thursday,hiver,0,510.0,10.0,21.76,21.13,22.17,17.1,4.57,45.0,53.1,76.0,6.67,TRES_HAUT,99.0,TRES_HAUT,NORMAL,BAS,TRES_HAUT,2,moderee,METEO_WIND_COLD | COMBINED_OVERCONSUMPTION_COLD,Vent fort par temperatures basses | Surconsommation par grand froid — effort de chauffage important,METEO_WIND_COLD,Vent fort par temperatures basses,"Vent de 6.7 m/s (au-dessus de la normale (top 25%)) avec T_out=4.6C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.","[METEO_WIND_COLD / MODEREE] Vent de 6.7 m/s (au-dessus de la normale (top 25%)) avec T_out=4.6C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.
---
[COMBINED_OVERCONSUMPTION_COLD / MODEREE] Consommation de 510 Wh (extremement eleve (top 5%) pour 17h) avec T_out=4.6C. Effort de chauffage intense pour maintenir l'interieur a 21.8C."
2016-01-14 17:30:00,high,99.41,17,apres-midi (14h-18h),Thursday,hiver,0,190.0,0.0,21.95,21.29,22.43,17.1,4.55,45.3,53.3,76.0,6.5,HAUT,82.9,HAUT,NORMAL,BAS,TRES_HAUT,1,moderee,METEO_WIND_COLD,Vent fort par temperatures basses,METEO_WIND_COLD,Vent fort par temperatures basses,"Vent de 6.5 m/s (au-dessus de la normale (top 25%)) avec T_out=4.5C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.","[METEO_WIND_COLD / MODEREE] Vent de 6.5 m/s (au-dessus de la normale (top 25%)) avec T_out=4.5C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage."
2016-01-14 17:40:00,mid,97.89,17,apres-midi (14h-18h),Thursday,hiver,0,110.0,10.0,22.0,21.36,22.57,17.1,4.53,45.0,53.6,76.0,6.33,NORMAL,68.2,TRES_HAUT,NORMAL,BAS,TRES_HAUT,1,moderee,METEO_WIND_COLD,Vent fort par temperatures basses,METEO_WIND_COLD,Vent fort par temperatures basses,"Vent de 6.3 m/s (au-dessus de la normale (top 25%)) avec T_out=4.5C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.","[METEO_WIND_COLD / MODEREE] Vent de 6.3 m/s (au-dessus de la normale (top 25%)) avec T_out=4.5C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage."
2016-01-14 19:40:00,mid,97.03,19,soiree (18h-22h),Thursday,hiver,0,100.0,10.0,22.73,21.79,22.07,17.1,3.6,43.1,54.3,83.0,7.67,NORMAL,44.6,HAUT,NORMAL,BAS,HAUT,1,moderee,METEO_WIND_COLD,Vent fort par temperatures basses,METEO_WIND_COLD,Vent fort par temperatures basses,"Vent de 7.7 m/s (tres eleve (top 10%)) avec T_out=3.6C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.","[METEO_WIND_COLD / MODEREE] Vent de 7.7 m/s (tres eleve (top 10%)) avec T_out=3.6C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage."
2016-01-14 19:50:00,mid,96.57,19,soiree (18h-22h),Thursday,hiver,0,90.0,10.0,22.79,21.82,22.07,17.2,3.5,43.4,54.8,84.5,7.83,NORMAL,31.8,HAUT,NORMAL,BAS,HAUT,1,moderee,METEO_WIND_COLD,Vent fort par temperatures basses,METEO_WIND_COLD,Vent fort par temperatures basses,"Vent de 7.8 m/s (tres eleve (top 10%)) avec T_out=3.5C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.","[METEO_WIND_COLD / MODEREE] Vent de 7.8 m/s (tres eleve (top 10%)) avec T_out=3.5C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage."
2016-01-14 20:00:00,mid,97.37,20,soiree (18h-22h),Thursday,hiver,0,90.0,20.0,22.79,21.89,22.0,17.2,3.4,43.5,55.0,86.0,8.0,NORMAL,34.6,TRES_HAUT,HAUT,BAS,NORMAL,1,moderee,METEO_WIND_COLD,Vent fort par temperatures basses,METEO_WIND_COLD,Vent fort par temperatures basses,"Vent de 8.0 m/s (tres eleve (top 10%)) avec T_out=3.4C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage.","[METEO_WIND_COLD / MODEREE] Vent de 8.0 m/s (tres eleve (top 10%)) avec T_out=3.4C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage."
2016-01-14 20:20:00,high,99.06,20,soiree (18h-22h),Thursday,hiver,0,140.0,30.0,22.7,21.79,22.0,19.3,3.6,43.6,86.0,80.7,8.67,TRES_HAUT,90.5,TRES_HAUT,NORMAL,BAS,TRES_HAUT,2,moderee,HYG_BATHROOM_SPIKE | METEO_WIND_COLD,Humidite elevee en salle de bain | Vent fort par temperatures basses,HYG_BATHROOM_SPIKE,Humidite elevee en salle de bain,"Humidite salle de bain : 86% (extremement eleve (top 5%) pour 20h), sur creneau habituel. Douche/bain prolonge ou ventilation insuffisante.","[HYG_BATHROOM_SPIKE / BASSE] Humidite salle de bain : 86% (extremement eleve (top 5%) pour 20h), sur creneau habituel. Douche/bain prolonge ou ventilation insuffisante.
---
[METEO_WIND_COLD / MODEREE] Vent de 8.7 m/s (extremement eleve (top 5%)) avec T_out=3.6C. Infiltrations d'air froid possibles, augmentation de la demande energetique de chauffage."
